match_id,sale_label,starts_at,source_url,checked_at,note
sec10,アウェイ席 一般発売 開始,2026-09-11T12:00:00+09:00,https://www.sanfrecce.co.jp/tickets/schedule,2026-09-10,ビジターシートは一般販売から。会員先行（9/8〜9/10）は広島の会員向け
